Time	YKL109W	YCL066W	YCL067C	YJL056C	YCR040W	YLR098C	YLR013W	YJL110C	YCR097W	YCR096C	YPR199C	YDR421W	YOL089C	YGR044C	YCR018C	YOR140W	YHR006W	YOR032C	YPL248C	YML051W	YGL209W	YGL035C	YMR280C	YDR146C	YML113W	YCR039C	YER189W	YCL065W	YCR041W	YNL339C	YDR545W	YNL337W	YGR296W	YNL336W	YER188CA	YBL111C	YDR543C	YHR091C	YDR544C	YER190W	YGL001C	YKL178C	YBR019C	YMR135WA	YBR020W	YPL283C	YLR463C	YLR467W	YLR465C	YDR009W
10	0.2951685	0.4298721	0.9556820	1.0000000	0.4147326	1.0000000	0.3036407	0.7980294	0.9569989	0.8656201	0.9198838	1.0000000	1.0000000	0.2310267	0.6842203	0.5863189	0.9353361	1.0000000	0.5477541	0.9999074	0.7110417	0.3522897	0.8829781	0.9927430	1.0000000	0.0557728	0.3982664	0.4507950	0.7914447	0.8175848	0.8242657	0.1925516	0.1741440	0.4386150	0.3453305	0.3581180	0.6744543	0.4239369	0.9981622	0.5347249	0.6612202	0.0787970	0.4940708	0.6512019	0.5934016	0.2507019	0.8327796	0.8244624	0.8065223	0.6223382
11	0.2953689	0.4298599	0.9556819	1.0000000	0.4147141	1.0000000	0.3036407	0.7803345	0.9569989	0.8656257	0.9128952	1.0000000	1.0000000	0.2310267	0.6862647	0.5863225	0.9353361	1.0000000	0.5471356	0.9999082	0.6888476	0.3524309	0.8814162	0.9927433	1.0000000	0.0557729	0.4025645	0.4507879	0.7913735	0.8175802	0.8242659	0.1925538	0.1741967	0.4386142	0.3453306	0.3581359	0.6744545	0.4238848	0.9981623	0.5350096	0.6612212	0.0787971	0.4940215	0.6512304	0.5934376	0.2507036	0.8320119	0.8244510	0.8065200	0.6272889
12	0.2956080	0.4298446	0.9556817	1.0000000	0.4146919	1.0000000	0.3036408	0.7630528	0.9569989	0.8656326	0.9060751	1.0000000	1.0000000	0.2310268	0.6882486	0.5863279	0.9353361	1.0000000	0.5464055	0.9999089	0.6676591	0.3525991	0.8798453	0.9927437	1.0000000	0.0557729	0.4064975	0.4507795	0.7912896	0.8175746	0.8242661	0.1925564	0.1742602	0.4386131	0.3453306	0.3581570	0.6744547	0.4238223	0.9981624	0.5353504	0.6612225	0.0787971	0.4939617	0.6512641	0.5934814	0.2507047	0.8312758	0.8244374	0.8065175	0.6320606
13	0.2958882	0.4298259	0.9556815	1.0000000	0.4146656	1.0000000	0.3036408	0.7461746	0.9569989	0.8656407	0.8994193	1.0000000	1.0000000	0.2310268	0.6901738	0.5863357	0.9353361	1.0000000	0.5455589	0.9999097	0.6474306	0.3527957	0.8782617	0.9927443	1.0000000	0.0557730	0.4100961	0.4507700	0.7911925	0.8175681	0.8242664	0.1925594	0.1743356	0.4386117	0.3453307	0.3581815	0.6744549	0.4237484	0.9981625	0.5357509	0.6612241	0.0787971	0.4938900	0.6513029	0.5935340	0.2507051	0.8305710	0.8244214	0.8065149	0.6366517
14	0.2962118	0.4298032	0.9556812	1.0000000	0.4146349	1.0000000	0.3036408	0.7296906	0.9569989	0.8656503	0.8929238	1.0000000	1.0000000	0.2310268	0.6920420	0.5863466	0.9353361	1.0000000	0.5445921	0.9999104	0.6281187	0.3530222	0.8766622	0.9927450	1.0000000	0.0557730	0.4133886	0.4507592	0.7910819	0.8175604	0.8242666	0.1925629	0.1744237	0.4386098	0.3453307	0.3582095	0.6744551	0.4236625	0.9981626	0.5362145	0.6612259	0.0787971	0.4938054	0.6513469	0.5935962	0.2507045	0.8298976	0.8244030	0.8065123	0.6410610
15	0.2965808	0.4297759	0.9556809	1.0000000	0.4145994	1.0000000	0.3036409	0.7135915	0.9569989	0.8656614	0.8865849	1.0000000	1.0000000	0.2310268	0.6938550	0.5863614	0.9353361	1.0000000	0.5435022	0.9999111	0.6096817	0.3532800	0.8750434	0.9927459	1.0000000	0.0557730	0.4164006	0.4507474	0.7909574	0.8175516	0.8242668	0.1925669	0.1745254	0.4386075	0.3453307	0.3582411	0.6744553	0.4235638	0.9981627	0.5367440	0.6612281	0.0787971	0.4937064	0.6513961	0.5936690	0.2507028	0.8292554	0.8243820	0.8065097	0.6452874
16	0.2969973	0.4297434	0.9556804	1.0000000	0.4145588	1.0000000	0.3036409	0.6978683	0.9569990	0.8656742	0.8803988	1.0000000	1.0000000	0.2310269	0.6956143	0.5863809	0.9353361	1.0000000	0.5422869	0.9999118	0.5920801	0.3535703	0.8734024	0.9927471	1.0000000	0.0557730	0.4191559	0.4507346	0.7908189	0.8175416	0.8242671	0.1925714	0.1746417	0.4386045	0.3453307	0.3582764	0.6744555	0.4234516	0.9981628	0.5373421	0.6612306	0.0787971	0.4935916	0.6514504	0.5937535	0.2506997	0.8286442	0.8243584	0.8065071	0.6493302
17	0.2974631	0.4297052	0.9556797	1.0000000	0.4145128	1.0000000	0.3036409	0.6825124	0.9569990	0.8656887	0.8743617	1.0000000	1.0000000	0.2310269	0.6973216	0.5864060	0.9353361	1.0000000	0.5409447	0.9999124	0.5752760	0.3538944	0.8717361	0.9927485	1.0000000	0.0557729	0.4216759	0.4507209	0.7906663	0.8175303	0.8242673	0.1925765	0.1747736	0.4386007	0.3453306	0.3583154	0.6744558	0.4233250	0.9981630	0.5380112	0.6612334	0.0787971	0.4934596	0.6515097	0.5938507	0.2506949	0.8280639	0.8243319	0.8065047	0.6531889
18	0.2979798	0.4296605	0.9556789	1.0000000	0.4144610	1.0000000	0.3036410	0.6675150	0.9569990	0.8657050	0.8684701	1.0000000	1.0000000	0.2310269	0.6989784	0.5864376	0.9353361	1.0000000	0.5394748	0.9999131	0.5592332	0.3542533	0.8700416	0.9927503	1.0000000	0.0557727	0.4239804	0.4507066	0.7904993	0.8175177	0.8242676	0.1925821	0.1749221	0.4385960	0.3453306	0.3583582	0.6744560	0.4231834	0.9981632	0.5387531	0.6612365	0.0787971	0.4933087	0.6515738	0.5939619	0.2506881	0.8275144	0.8243025	0.8065025	0.6568632
19	0.2985490	0.4296085	0.9556780	1.0000000	0.4144031	1.0000000	0.3036410	0.6528678	0.9569990	0.8657234	0.8627205	1.0000000	1.0000000	0.2310269	0.7005861	0.5864769	0.9353361	1.0000000	0.5378770	0.9999137	0.5439174	0.3546479	0.8683163	0.9927525	1.0000000	0.0557725	0.4260875	0.4506917	0.7903182	0.8175037	0.8242679	0.1925883	0.1750880	0.4385902	0.3453304	0.3584048	0.6744563	0.4230261	0.9981635	0.5395696	0.6612400	0.0787972	0.4931373	0.6516424	0.5940881	0.2506789	0.8269955	0.8242702	0.8065005	0.6603530
20	0.2991722	0.4295486	0.9556768	1.0000000	0.4143386	1.0000000	0.3036410	0.6385626	0.9569990	0.8657439	0.8571095	1.0000000	1.0000000	0.2310270	0.7021463	0.5865250	0.9353361	1.0000000	0.5361518	0.9999143	0.5292954	0.3550793	0.8665575	0.9927551	1.0000000	0.0557721	0.4280137	0.4506766	0.7901229	0.8174882	0.8242682	0.1925951	0.1752725	0.4385832	0.3453303	0.3584551	0.6744566	0.4228523	0.9981638	0.5404619	0.6612440	0.0787972	0.4929435	0.6517152	0.5942308	0.2506669	0.8265071	0.8242349	0.8064990	0.6636586
21	0.2998506	0.4294798	0.9556754	1.0000000	0.4142672	1.0000000	0.3036410	0.6245915	0.9569990	0.8657665	0.8516336	1.0000000	1.0000000	0.2310270	0.7036603	0.5865831	0.9353361	1.0000000	0.5343003	0.9999148	0.5153360	0.3555482	0.8647627	0.9927582	1.0000000	0.0557717	0.4297741	0.4506613	0.7899135	0.8174712	0.8242685	0.1926025	0.1754766	0.4385749	0.3453300	0.3585092	0.6744569	0.4226614	0.9981642	0.5414310	0.6612483	0.0787972	0.4927254	0.6517918	0.5943913	0.2506518	0.8260492	0.8241965	0.8064980	0.6667804
22	0.3005854	0.4294013	0.9556736	1.0000000	0.4141884	1.0000000	0.3036410	0.6109467	0.9569990	0.8657915	0.8462897	1.0000000	1.0000000	0.2310270	0.7051295	0.5866523	0.9353361	1.0000000	0.5323240	0.9999154	0.5020091	0.3560555	0.8629295	0.9927619	1.0000000	0.0557711	0.4313826	0.4506463	0.7896903	0.8174526	0.8242688	0.1926105	0.1757013	0.4385651	0.3453297	0.3585670	0.6744572	0.4224527	0.9981646	0.5424774	0.6612531	0.0787972	0.4924809	0.6518719	0.5945710	0.2506331	0.8256214	0.8241549	0.8064975	0.6697192
23	0.3013778	0.4293123	0.9556716	1.0000000	0.4141020	1.0000000	0.3036410	0.5976204	0.9569990	0.8658189	0.8410746	1.0000000	1.0000000	0.2310270	0.7065553	0.5867341	0.9353361	1.0000000	0.5302251	0.9999159	0.4892859	0.3566018	0.8610555	0.9927662	1.0000000	0.0557704	0.4328519	0.4506316	0.7894533	0.8174324	0.8242692	0.1926191	0.1759478	0.4385535	0.3453294	0.3586284	0.6744575	0.4222255	0.9981650	0.5436015	0.6612584	0.0787972	0.4922078	0.6519550	0.5947714	0.2506102	0.8252238	0.8241102	0.8064979	0.6724760
24	0.3022287	0.4292117	0.9556693	1.0000000	0.4140073	1.0000000	0.3036410	0.5846054	0.9569990	0.8658489	0.8359852	1.0000000	1.0000000	0.2310271	0.7079389	0.5868297	0.9353361	1.0000000	0.5280063	0.9999164	0.4771393	0.3571879	0.8591386	0.9927711	1.0000000	0.0557696	0.4341934	0.4506177	0.7892030	0.8174104	0.8242695	0.1926284	0.1762171	0.4385400	0.3453289	0.3586933	0.6744578	0.4219791	0.9981656	0.5448031	0.6612641	0.0787972	0.4919038	0.6520406	0.5949941	0.2505828	0.8248562	0.8240623	0.8064990	0.6750522
25	0.3031389	0.4290987	0.9556666	1.0000000	0.4139041	1.0000000	0.3036410	0.5718943	0.9569990	0.8658815	0.8310184	1.0000000	1.0000000	0.2310271	0.7092815	0.5869405	0.9353361	1.0000000	0.5256705	0.9999168	0.4655430	0.3578143	0.8571766	0.9927769	1.0000000	0.0557685	0.4354179	0.4506047	0.7889394	0.8173867	0.8242699	0.1926384	0.1765103	0.4385245	0.3453284	0.3587617	0.6744581	0.4217130	0.9981662	0.5460818	0.6612704	0.0787973	0.4915664	0.6521282	0.5952407	0.2505503	0.8245184	0.8240111	0.8065012	0.6774494
26	0.3041092	0.4289721	0.9556634	1.0000000	0.4137917	1.0000000	0.3036410	0.5594800	0.9569990	0.8659170	0.8261713	1.0000000	1.0000000	0.2310271	0.7105844	0.5870679	0.9353361	1.0000000	0.5232214	0.9999173	0.4544721	0.3584816	0.8551676	0.9927834	1.0000000	0.0557673	0.4365349	0.4505930	0.7886631	0.8173612	0.8242702	0.1926491	0.1768287	0.4385068	0.3453278	0.3588335	0.6744584	0.4214264	0.9981669	0.5474368	0.6612771	0.0787973	0.4911930	0.6522173	0.5955130	0.2505120	0.8242103	0.8239567	0.8065046	0.6796695
27	0.3051402	0.4288311	0.9556599	1.0000000	0.4136697	1.0000000	0.3036410	0.5473556	0.9569990	0.8659553	0.8214410	1.0000000	1.0000000	0.2310272	0.7118488	0.5872133	0.9353361	1.0000000	0.5206630	0.9999177	0.4439028	0.3591903	0.8531096	0.9927908	1.0000000	0.0557658	0.4375534	0.4505829	0.7883742	0.8173338	0.8242705	0.1926604	0.1771734	0.4384866	0.3453270	0.3589086	0.6744587	0.4211187	0.9981677	0.5488670	0.6612845	0.0787973	0.4907808	0.6523072	0.5958127	0.2504675	0.8239319	0.8238990	0.8065092	0.6817149
28	0.3062324	0.4286745	0.9556558	1.0000000	0.4135377	1.0000000	0.3036409	0.5355144	0.9569990	0.8659967	0.8168247	1.0000000	1.0000000	0.2310272	0.7130758	0.5873781	0.9353361	1.0000000	0.5179995	0.9999180	0.4338124	0.3599408	0.8510008	0.9927992	1.0000000	0.0557641	0.4384815	0.4505746	0.7880733	0.8173044	0.8242708	0.1926724	0.1775456	0.4384637	0.3453261	0.3589868	0.6744590	0.4207894	0.9981686	0.5503710	0.6612924	0.0787973	0.4903269	0.6523973	0.5961418	0.2504161	0.8236829	0.8238380	0.8065154	0.6835880
29	0.3073862	0.4285011	0.9556512	1.0000000	0.4133950	1.0000000	0.3036408	0.5239496	0.9569990	0.8660412	0.8123196	1.0000000	1.0000000	0.2310273	0.7142665	0.5875639	0.9353361	1.0000000	0.5152356	0.9999184	0.4241792	0.3607336	0.8488394	0.9928086	1.0000000	0.0557621	0.4393265	0.4505686	0.7877606	0.8172731	0.8242711	0.1926852	0.1779465	0.4384381	0.3453251	0.3590681	0.6744592	0.4204379	0.9981696	0.5519469	0.6613009	0.0787974	0.4898283	0.6524871	0.5965021	0.2503572	0.8234633	0.8237737	0.8065231	0.6852918
30	0.3086020	0.4283099	0.9556461	1.0000000	0.4132410	1.0000000	0.3036408	0.5126549	0.9569990	0.8660890	0.8079231	1.0000000	1.0000000	0.2310273	0.7154219	0.5877720	0.9353361	1.0000000	0.5123764	0.9999187	0.4149824	0.3615690	0.8466240	0.9928191	1.0000000	0.0557598	0.4400954	0.4505651	0.7874366	0.8172396	0.8242714	0.1926986	0.1783773	0.4384094	0.3453240	0.3591522	0.6744594	0.4200635	0.9981707	0.5535926	0.6613100	0.0787974	0.4892818	0.6525759	0.5968958	0.2502900	0.8232729	0.8237061	0.8065327	0.6868295
31	0.3098798	0.4280998	0.9556404	1.0000000	0.4130753	1.0000000	0.3036406	0.5016240	0.9569990	0.8661401	0.8036326	1.0000000	1.0000000	0.2310274	0.7165432	0.5880039	0.9353361	1.0000000	0.5094270	0.9999190	0.4062023	0.3624472	0.8443529	0.9928307	1.0000000	0.0557572	0.4407942	0.4505644	0.7871018	0.8172041	0.8242716	0.1927128	0.1788394	0.4383776	0.3453227	0.3592392	0.6744597	0.4196658	0.9981719	0.5553059	0.6613198	0.0787974	0.4886842	0.6526629	0.5973248	0.2502140	0.8231117	0.8236353	0.8065442	0.6882046
32	0.3112198	0.4278695	0.9556341	1.0000000	0.4128971	1.0000000	0.3036405	0.4908506	0.9569990	0.8661948	0.7994454	1.0000000	1.0000000	0.2310275	0.7176313	0.5882610	0.9353361	1.0000000	0.5063930	0.9999193	0.3978201	0.3633686	0.8420249	0.9928436	1.0000000	0.0557542	0.4414287	0.4505669	0.7867566	0.8171663	0.8242718	0.1927278	0.1793340	0.4383424	0.3453212	0.3593287	0.6744599	0.4192442	0.9981732	0.5570839	0.6613303	0.0787975	0.4880319	0.6527475	0.5977913	0.2501283	0.8229795	0.8235613	0.8065580	0.6894210
33	0.3126219	0.4276177	0.9556271	1.0000000	0.4127057	1.0000000	0.3036403	0.4803288	0.9569990	0.8662531	0.7953592	1.0000000	1.0000000	0.2310275	0.7186872	0.5885447	0.9353361	1.0000000	0.5032801	0.9999195	0.3898176	0.3643334	0.8396386	0.9928577	1.0000000	0.0557509	0.4420041	0.4505728	0.7864015	0.8171263	0.8242719	0.1927434	0.1798624	0.4383036	0.3453196	0.3594208	0.6744600	0.4187982	0.9981747	0.5589238	0.6613415	0.0787975	0.4873214	0.6528291	0.5982976	0.2500323	0.8228763	0.8234840	0.8065740	0.6904828
34	0.3140860	0.4273434	0.9556194	1.0000000	0.4125006	1.0000000	0.3036401	0.4700527	0.9569990	0.8663151	0.7913714	1.0000000	1.0000000	0.2310276	0.7197119	0.5888564	0.9353361	1.0000000	0.5000942	0.9999197	0.3821777	0.3653418	0.8371929	0.9928733	1.0000000	0.0557471	0.4425251	0.4505825	0.7860370	0.8170840	0.8242719	0.1927599	0.1804259	0.4382611	0.3453177	0.3595153	0.6744601	0.4183274	0.9981763	0.5608224	0.6613535	0.0787976	0.4865491	0.6529068	0.5988460	0.2499252	0.8228018	0.8234036	0.8065926	0.6913945
35	0.3156118	0.4270451	0.9556110	1.0000000	0.4122809	1.0000000	0.3036399	0.4600166	0.9569990	0.8663809	0.7874797	1.0000000	1.0000000	0.2310277	0.7207063	0.5891975	0.9353361	1.0000000	0.4968414	0.9999199	0.3748840	0.3663937	0.8346867	0.9928902	1.0000000	0.0557429	0.4429960	0.4505962	0.7856636	0.8170392	0.8242718	0.1927771	0.1810258	0.4382147	0.3453156	0.3596119	0.6744602	0.4178313	0.9981780	0.5627763	0.6613663	0.0787976	0.4857113	0.6529800	0.5994387	0.2498062	0.8227561	0.8233200	0.8066139	0.6921608
36	0.3171991	0.4267216	0.9556018	1.0000000	0.4120459	1.0000000	0.3036396	0.4502149	0.9569990	0.8664507	0.7836818	1.0000000	1.0000000	0.2310279	0.7216713	0.5895693	0.9353361	1.0000000	0.4935279	0.9999200	0.3679207	0.3674895	0.8321192	0.9929087	1.0000000	0.0557383	0.4434209	0.4506143	0.7852818	0.8169920	0.8242717	0.1927950	0.1816634	0.4381642	0.3453133	0.3597106	0.6744603	0.4173095	0.9981798	0.5647820	0.6613799	0.0787977	0.4848043	0.6530479	0.6000783	0.2496746	0.8227389	0.8232334	0.8066381	0.6927867
37	0.3188472	0.4263716	0.9555917	1.0000000	0.4117947	1.0000000	0.3036393	0.4406420	0.9569990	0.8665246	0.7799754	1.0000000	1.0000000	0.2310280	0.7226077	0.5899730	0.9353361	1.0000000	0.4901598	0.9999201	0.3612729	0.3686289	0.8294895	0.9929286	1.0000000	0.0557331	0.4438035	0.4506370	0.7848922	0.8169423	0.8242714	0.1928138	0.1823401	0.4381095	0.3453108	0.3598113	0.6744603	0.4167616	0.9981818	0.5668358	0.6613944	0.0787978	0.4838244	0.6531098	0.6007670	0.2495295	0.8227501	0.8231438	0.8066654	0.6932773
38	0.3205558	0.4259937	0.9555809	1.0000000	0.4115265	1.0000000	0.3036389	0.4312927	0.9569990	0.8666028	0.7763583	1.0000000	1.0000000	0.2310281	0.7235164	0.5904099	0.9353361	1.0000000	0.4867435	0.9999202	0.3549264	0.3698122	0.8267969	0.9929502	1.0000000	0.0557274	0.4441470	0.4506645	0.7844952	0.8168900	0.8242710	0.1928333	0.1830571	0.4380503	0.3453080	0.3599137	0.6744603	0.4161873	0.9981840	0.5689337	0.6614097	0.0787978	0.4827676	0.6531651	0.6015076	0.2493701	0.8227898	0.8230512	0.8066960	0.6936380
39	0.3223241	0.4255865	0.9555692	1.0000000	0.4112405	1.0000000	0.3036384	0.4221617	0.9569990	0.8666852	0.7728284	1.0000000	1.0000000	0.2310283	0.7243983	0.5908811	0.9353361	1.0000000	0.4832852	0.9999202	0.3488673	0.3710391	0.8240409	0.9929735	1.0000000	0.0557212	0.4444544	0.4506971	0.7840915	0.8168350	0.8242705	0.1928537	0.1838159	0.4379867	0.3453050	0.3600178	0.6744602	0.4155862	0.9981862	0.5710717	0.6614260	0.0787979	0.4816305	0.6532129	0.6023024	0.2491957	0.8228577	0.8229557	0.8067300	0.6938746
40	0.3241514	0.4251485	0.9555565	1.0000000	0.4109356	1.0000000	0.3036379	0.4132439	0.9569990	0.8667720	0.7693836	1.0000000	1.0000000	0.2310285	0.7252541	0.5913878	0.9353361	1.0000000	0.4797914	0.9999202	0.3430829	0.3723096	0.8212211	0.9929984	1.0000000	0.0557144	0.4447287	0.4507350	0.7836815	0.8167773	0.8242698	0.1928748	0.1846176	0.4379183	0.3453016	0.3601233	0.6744600	0.4149581	0.9981887	0.5732460	0.6614433	0.0787980	0.4804092	0.6532525	0.6031540	0.2490053	0.8229537	0.8228574	0.8067677	0.6939928
41	0.3260369	0.4246784	0.9555430	1.0000000	0.4106109	1.0000000	0.3036373	0.4045344	0.9569990	0.8668633	0.7660218	1.0000000	1.0000000	0.2310287	0.7260846	0.5919310	0.9353361	1.0000000	0.4762682	0.9999202	0.3375605	0.3736236	0.8183370	0.9930251	1.0000000	0.0557069	0.4449723	0.4507785	0.7832659	0.8167167	0.8242689	0.1928968	0.1854636	0.4378452	0.3452980	0.3602302	0.6744598	0.4143027	0.9981912	0.5754522	0.6614616	0.0787981	0.4791004	0.6532833	0.6040651	0.2487981	0.8230777	0.8227564	0.8068091	0.6939985
42	0.3279796	0.4241746	0.9555284	1.0000000	0.4102653	1.0000000	0.3036367	0.3960282	0.9569990	0.8669593	0.7627410	1.0000000	1.0000000	0.2310290	0.7268906	0.5925117	0.9353361	1.0000000	0.4727220	0.9999201	0.3322883	0.3749809	0.8153886	0.9930535	1.0000000	0.0556988	0.4451876	0.4508276	0.7828452	0.8166533	0.8242679	0.1929197	0.1863553	0.4377671	0.3452940	0.3603383	0.6744595	0.4136198	0.9981940	0.5776863	0.6614810	0.0787983	0.4777008	0.6533045	0.6050382	0.2485733	0.8232296	0.8226527	0.8068546	0.6938977
43	0.3299786	0.4236356	0.9555129	1.0000000	0.4098977	1.0000000	0.3036359	0.3877207	0.9569990	0.8670600	0.7595392	1.0000000	1.0000000	0.2310292	0.7276728	0.5931308	0.9353361	1.0000000	0.4691587	0.9999199	0.3272549	0.3763812	0.8123757	0.9930838	1.0000000	0.0556900	0.4453768	0.4508826	0.7824199	0.8165868	0.8242667	0.1929434	0.1872937	0.4376839	0.3452897	0.3604476	0.6744592	0.4129092	0.9981968	0.5799442	0.6615015	0.0787984	0.4762071	0.6533154	0.6060760	0.2483299	0.8234092	0.8225465	0.8069042	0.6936966
