Time	YKL109W	YCL066W	YCL067C	YJL056C	YCR040W	YLR098C	YLR013W	YJL110C	YCR097W	YCR096C	YPR199C	YDR421W	YOL089C	YGR044C	YCR018C	YOR140W	YHR006W	YOR032C	YPL248C	YML051W	YGL209W	YGL035C	YMR280C	YDR146C	YML113W	YCR039C	YER189W	YCL065W	YCR041W	YNL339C	YDR545W	YNL337W	YGR296W	YNL336W	YER188CA	YBL111C	YDR543C	YHR091C	YDR544C	YER190W	YGL001C	YKL178C	YBR019C	YMR135WA	YBR020W	YPL283C	YLR463C	YLR467W	YLR465C	YDR009W
32	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
33	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
34	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
35	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
36	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
37	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
38	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
39	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
40	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
41	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
42	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
43	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
44	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
45	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1
46	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1
47	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1
48	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1
49	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1
50	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1
51	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1
52	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1
53	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1
54	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1
55	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1
56	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1
57	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1
58	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1
59	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1
60	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1
61	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1
62	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1
63	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0
64	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
65	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
66	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
67	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0
68	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0
69	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0
70	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0
71	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0
72	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0
73	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0
74	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0
75	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
76	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
77	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
78	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
79	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
81	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
83	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
84	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
85	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
86	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
87	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
89	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
90	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
92	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
94	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
95	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
96	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
97	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
98	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
99	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
