Time	YKL109W	YCL066W	YCL067C	YJL056C	YCR040W	YLR098C	YLR013W	YJL110C	YCR097W	YCR096C	YPR199C	YDR421W	YOL089C	YGR044C	YCR018C	YOR140W	YHR006W	YOR032C	YPL248C	YML051W	YGL209W	YGL035C	YMR280C	YDR146C	YML113W	YCR039C	YER189W	YCL065W	YCR041W	YNL339C	YDR545W	YNL337W	YGR296W	YNL336W	YER188CA	YBL111C	YDR543C	YHR091C	YDR544C	YER190W	YGL001C	YKL178C	YBR019C	YMR135WA	YBR020W	YPL283C	YLR463C	YLR467W	YLR465C	YDR009W
450	0.2940605	0.2485085	0.7183937	0.6449799	0.2849458	0.7282920	0.1687709	0.4655587	0.7496712	0.6927851	0.4203344	0.6760850	0.7411296	0.1778740	0.6738006	0.4415979	0.7476593	0.4231234	0.2967675	0.6796882	0.5552082	0.2489697	0.6528025	0.6829685	0.7806293	0.0550960	0.2197910	0.2505780	0.4014826	0.5184008	0.4848337	0.0000000	0.1307832	0.4584049	0.2499650	0.2571546	0.4701218	0.1588611	0.7883925	0.6186269	0.4615319	0.3130945	0.3888188	0.3994097	0.2610600	0.3966467	0.6743481	0.6930920	0.5715085	0.3244846
500	0.2309264	0.3043238	0.6058928	0.6651567	0.2679450	0.7382847	0.2426176	0.4618679	0.7584423	0.7375239	0.4351832	0.5802226	0.8390295	0.1201051	0.6945710	0.3631495	0.8007687	0.4917140	0.3147981	0.6842917	0.6678716	0.2281363	0.6519800	0.8257529	0.6144262	0.0372405	0.1515782	0.3840461	0.5257957	0.5783864	0.6102995	0.0025618	0.2599529	0.5748747	0.2210322	0.3205934	0.4987843	0.1628513	0.6466828	0.4801803	0.5075910	0.4062699	0.3512702	0.5365429	0.2880021	0.4073123	0.6805935	0.7765835	0.6028872	0.4194701
550	0.1934449	0.2572936	0.5162489	0.8813061	0.3298284	0.7590861	0.1793820	0.5346520	0.7416545	0.6796205	0.5706177	0.7666116	0.6984962	0.1395355	0.5898562	0.4299743	0.6521626	0.6277775	0.4132870	0.7674062	0.7036284	0.2777584	0.6830992	0.7402486	0.6689069	0.0212664	0.2354461	0.3258691	0.4767466	0.6757160	0.6188136	0.0839908	0.1438403	0.4199771	0.1549207	0.2452687	0.4018399	0.3044655	0.6753705	0.3455784	0.4414165	0.1447635	0.4375418	0.5461133	0.3051909	0.2185641	0.5400057	0.5924862	0.4905755	0.4117826
600	0.2459057	0.2471681	0.5693782	0.8116070	0.2735619	0.6989227	0.1962151	0.6590646	0.6465990	0.6186979	0.7215085	0.8037027	0.6048776	0.1877692	0.5509527	0.5060127	0.5571213	0.6590861	0.3859495	0.8110842	0.5675444	0.2770668	0.6719305	0.6550529	0.6201426	0.0329095	0.2383411	0.2421291	0.5962664	0.5700672	0.5521722	0.1228537	0.1495810	0.2858405	0.2758479	0.3121314	0.4686901	0.2462989	0.8466630	0.4460955	0.4316053	0.0735027	0.3891995	0.3964975	0.4583856	0.2057313	0.6170635	0.6193292	0.5483231	0.4183576
650	0.2231721	0.3555864	0.6766128	0.6828890	0.3419803	0.7325523	0.1672067	0.6860108	0.6157227	0.5210860	0.8895776	0.7071295	0.6734327	0.1362737	0.4504153	0.4171201	0.7222625	0.5962740	0.3815836	0.6957497	0.6611884	0.1992881	0.6973995	0.6625007	0.6867374	0.0260216	0.2709106	0.3417748	0.4898470	0.6240044	0.5815904	0.1014470	0.1045719	0.3046068	0.2932385	0.3079432	0.5043226	0.3133004	0.6116754	0.4906569	0.4905666	0.0520966	0.2641118	0.4148162	0.3938525	0.2179576	0.5857483	0.5811888	0.4878553	0.3816627
700	0.1737301	0.2518430	0.5808079	0.6115506	0.3338180	0.6139477	0.1658102	0.6724980	0.6132013	0.6710697	0.6560435	0.6640395	0.7401991	0.1962999	0.3868782	0.4819891	0.6564778	0.7175186	0.3820215	0.7861945	0.6290314	0.2970152	0.6254035	0.6065899	0.6337201	0.0623698	0.2250997	0.3852581	0.4654516	0.6107507	0.5272827	0.0983864	0.0854583	0.3145793	0.3285773	0.2286619	0.4788584	0.3637822	0.6526089	0.3882718	0.3700591	0.0580102	0.2806323	0.4917161	0.3713289	0.2243897	0.6092891	0.6160296	0.5242600	0.3158539
750	0.1762700	0.3464996	0.5729258	0.6213595	0.3053221	0.5309002	0.2479993	0.7492160	0.5547034	0.5241966	0.6766126	0.7606142	0.6961788	0.1498448	0.4472109	0.3580748	0.6968366	0.6699395	0.3734257	0.7123217	0.7161212	0.2830373	0.4989877	0.6898096	0.6537009	0.0707374	0.2421475	0.3205240	0.5340625	0.5419424	0.5459588	0.1033378	0.1250155	0.3384176	0.3319059	0.2325087	0.4900024	0.2875649	0.7072073	0.3974671	0.4353345	0.0298466	0.3742152	0.4878395	0.3741574	0.1707056	0.5615578	0.5988823	0.6194226	0.4077347
800	0.2302212	0.3195942	0.5945298	0.6469617	0.2781228	0.6576452	0.1772900	0.5520778	0.7005502	0.4982039	0.7058764	0.6621240	0.6798014	0.1792642	0.5213624	0.4128936	0.7796071	0.7823587	0.3014567	0.7062295	0.6248587	0.2513377	0.5240919	0.8371293	0.6937279	0.0443754	0.2033772	0.2583631	0.6088680	0.5984250	0.6032362	0.1206823	0.1058938	0.3113540	0.2914175	0.2727807	0.4839994	0.3323264	0.6423630	0.4193702	0.4654647	0.0413204	0.3037911	0.4762514	0.4983534	0.1876122	0.5844428	0.7015880	0.4621815	0.3652524
850	0.2267973	0.4742249	0.7230586	0.6755400	0.2630062	0.7056951	0.1606272	0.6804201	0.6399950	0.5651410	0.6590539	0.7788426	0.7337638	0.1128519	0.4810586	0.4773601	0.6091696	0.5809651	0.4397453	0.5941045	0.7846371	0.2072452	0.4822858	0.6036596	0.6496350	0.0318114	0.2845055	0.2829971	0.5691688	0.5825633	0.7087942	0.2095123	0.1221769	0.3595336	0.2209449	0.2278156	0.4630112	0.2069929	0.7410507	0.4145214	0.4234178	0.0398434	0.4381931	0.4606206	0.4378091	0.1480282	0.6922896	0.5801883	0.6327198	0.2924344
900	0.2319916	0.4110504	0.6323455	0.6958367	0.2536186	0.6262835	0.1825097	0.6559023	0.6675531	0.6770832	0.7922994	0.6691715	0.7267337	0.1637833	0.4421776	0.4415929	0.5020353	0.6627055	0.4323616	0.7097406	0.6629994	0.2404654	0.6615608	0.5688038	0.6135975	0.0242711	0.2538231	0.3049744	0.5855190	0.5315675	0.5399089	0.2099284	0.1317393	0.2211237	0.2867530	0.1774459	0.5565335	0.3388772	0.8084130	0.4215607	0.3244979	0.0676568	0.4599078	0.4456065	0.3645999	0.1638418	0.6734288	0.5504304	0.5389582	0.3984992
950	0.2621468	0.4107304	0.7491165	0.7367784	0.2633351	0.6672090	0.1710676	0.5759244	0.7062246	0.7353002	0.6122448	0.7351515	0.6607058	0.2085537	0.5211831	0.4250130	0.6930865	0.6381875	0.3579051	0.6723911	0.5539364	0.2500432	0.7728546	0.5675807	0.7187951	0.0562657	0.1828178	0.2434249	0.7166688	0.5857587	0.5384784	0.1371981	0.0845918	0.2872525	0.2168436	0.3282565	0.4910757	0.2840031	0.6189958	0.3396437	0.4438637	0.0829421	0.3626027	0.5186897	0.4106044	0.1989561	0.5899781	0.5861797	0.5164952	0.4070921
1000	0.2978880	0.3474795	0.7320265	0.6480175	0.2814880	0.6959614	0.2158129	0.6436363	0.6500562	0.5987869	0.7956756	0.7817727	0.7256302	0.1151144	0.5775140	0.2652626	0.5303408	0.5838355	0.3616726	0.5672119	0.6623385	0.2698586	0.7025132	0.6908658	0.7074033	0.0516998	0.2371644	0.3726269	0.4980484	0.5387146	0.5631960	0.1107915	0.1295723	0.2541483	0.2467519	0.2173621	0.5008286	0.2626155	0.6998097	0.3544453	0.5324135	0.0312592	0.3090843	0.4355600	0.4083627	0.1357913	0.5077811	0.5842004	0.4799941	0.3815683

0	0.2558724	0.2419349	0.7486396	0.6593130	0.3158784	0.7191050	0.2266105	0.6358014	0.8424816	0.6457335	0.5989351	0.6987764	0.6388609	0.1398663	0.4474577	0.3406336	0.6458446	0.6414638	0.3837019	0.7016620	0.8250540	0.2261487	0.7061834	0.6874835	0.5804043	0.0561565	0.2846651	0.2980439	0.5846900	0.6623107	0.5130203	0.1009378	0.1171760	0.2552210	0.2104515	0.2710223	0.4472694	0.4466178	0.7744279	0.4107675	0.4374760	0.0321262	0.3232897	0.4499900	0.3335709	0.1536423	0.5521098	0.4848732	0.6092189	0.4612499
50	0.1713863	0.3216998	0.6410887	0.7798151	0.2436110	0.8038918	0.0465664	0.7037791	0.7570107	0.6021542	0.6564902	0.6654798	0.3608549	0.1525861	0.4366659	0.1538823	0.6363314	0.6600923	0.5198575	0.6266013	0.7864963	0.2081372	0.5829342	0.6317933	0.5720554	0.0523911	0.1729358	0.2838178	0.5198227	0.7239679	0.6325041	0.0261730	0.0960914	0.2151968	0.2312945	0.2681578	0.4695049	0.2578424	0.7109069	0.3326074	0.6008150	0.0416440	0.1799331	0.4669403	0.3910415	0.2576236	0.3308316	0.6460245	0.3534701	0.3690361
100	0.1993149	0.5903369	0.5575974	0.7469595	0.2103982	0.6371044	0.0116650	0.6454595	0.6684955	0.5929265	0.7969039	0.6868557	0.4057930	0.1699915	0.4066257	0.0791064	0.6237868	0.6324081	0.6311050	0.7129132	0.6990491	0.2615012	0.6361527	0.7271105	0.5540771	0.0326518	0.2301465	0.2046026	0.6396131	0.7278011	0.4958347	0.0026572	0.1426492	0.2538866	0.1815729	0.3037210	0.4614435	0.2048081	0.7499197	0.3089518	0.6464781	0.0351388	0.2571518	0.4602177	0.3916541	0.1580655	0.2611392	0.5580067	0.3851004	0.4810654
150	0.2107638	0.6050992	0.6391982	0.6192384	0.2322199	0.7326301	0.0069538	0.7566348	0.5362804	0.6001800	0.7829291	0.6380545	0.2849263	0.1459301	0.4505342	0.0790649	0.8805112	0.6252968	0.5946512	0.6097363	0.6910044	0.3081508	0.5912397	0.6360555	0.4644720	0.0201099	0.2831712	0.1808002	0.5537325	0.6298093	0.5628067	0.0044737	0.1920530	0.3021185	0.2442543	0.2195670	0.3969295	0.3056899	0.5958655	0.4066968	0.6586270	0.0581565	0.1326022	0.4531856	0.5068230	0.1686929	0.2802089	0.6178732	0.3399985	0.3944862
200	0.2535124	0.5571549	0.5815970	0.7451209	0.2014645	0.6482187	0.0088386	0.7350364	0.4556324	0.5600001	0.7630465	0.6453536	0.2731185	0.1377920	0.4540699	0.0222870	0.7288503	0.7008658	0.6421488	0.7678835	0.8127209	0.2796062	0.7944139	0.6530057	0.4640812	0.0282203	0.2506548	0.0830165	0.6070138	0.7191863	0.3824743	0.0060407	0.2092757	0.3377992	0.2866369	0.2350225	0.3424551	0.2581426	0.6956858	0.4662191	0.6059951	0.0929769	0.1551295	0.6271858	0.3936814	0.1430009	0.2090576	0.4759702	0.3588986	0.3096978
250	0.1841320	0.7856109	0.7193193	0.7123881	0.2299374	0.6747796	0.0235783	0.7171610	0.5508170	0.5150024	0.7581040	0.7985635	0.2940948	0.1812540	0.4334023	0.0159807	0.7267077	0.6537344	0.5110088	0.6269567	0.8448875	0.2687893	0.7465288	0.8101786	0.4579976	0.0191323	0.2812031	0.1309077	0.6234262	0.5982018	0.2781415	0.0003580	0.1574877	0.2092153	0.1966398	0.3388919	0.4290057	0.3250988	0.6144061	0.4109533	0.6184014	0.0640426	0.2201949	0.4550243	0.4030682	0.2145600	0.2063440	0.5657957	0.3090324	0.3415074
300	0.1922500	0.6854823	0.6841218	0.6815738	0.3039202	0.6376830	0.0056483	0.5907959	0.5991469	0.5194193	0.8985269	0.7913080	0.2868413	0.1930035	0.5408525	0.0259482	0.6150391	0.6558375	0.6790532	0.6942260	0.6913516	0.2377039	0.7072029	0.6536892	0.4977562	0.0356394	0.3286963	0.0990825	0.7743601	0.5825937	0.3051887	0.0000000	0.1591175	0.2570033	0.2239150	0.2968611	0.5210285	0.2103715	0.6367541	0.4021383	0.7054930	0.1246833	0.2159148	0.5032656	0.3760793	0.2258111	0.2710750	0.4927038	0.4207100	0.3437868
350	0.1851897	0.5988723	0.6499027	0.6665438	0.2926979	0.6890102	0.0106016	0.7197892	0.5240451	0.4775536	0.6531393	0.7148455	0.2764104	0.1998524	0.4967840	0.0355181	0.6465566	0.6765878	0.5931174	0.6540442	0.7489947	0.2972702	0.5194709	0.6129399	0.4924289	0.0366520	0.3514750	0.1121607	0.7299431	0.6530333	0.3457719	0.0028358	0.0987163	0.1980919	0.1843743	0.2225498	0.4439249	0.2923364	0.7579726	0.3896756	0.7958762	0.0953321	0.2439834	0.5435697	0.3966158	0.1269057	0.1695804	0.6277479	0.4128467	0.4678642
400	0.2817219	0.5095925	0.5121718	0.8047977	0.2601597	0.7589823	0.0227941	0.6077031	0.5127923	0.7240858	0.7000887	0.8101306	0.2475052	0.1808466	0.4755591	0.0171020	0.6462549	0.6724550	0.6725230	0.7229839	0.6253009	0.3045788	0.6694344	0.7510974	0.4446373	0.0285341	0.3503274	0.1439195	0.6035336	0.6450473	0.3699793	0.0026195	0.1382059	0.2765685	0.2634974	0.2312742	0.4212747	0.2312533	0.7954378	0.4824102	0.5707818	0.0941752	0.1775348	0.5039018	0.3512461	0.2282379	0.1730263	0.5580302	0.3084279	0.3498316
450	0.2130783	0.5062987	0.6491810	0.7757137	0.2216896	0.6537130	0.0060178	0.6164783	0.5574666	0.5343221	0.6699486	0.7709532	0.2422467	0.1469751	0.5347407	0.0220600	0.7231169	0.6811052	0.7261747	0.6489517	0.6676846	0.2830337	0.4956536	0.6898900	0.4521071	0.0482393	0.3087262	0.1157710	0.5587754	0.6584664	0.3899681	0.0000000	0.1295423	0.2856165	0.2359966	0.2495120	0.4720536	0.3354913	0.7167953	0.5422156	0.7444356	0.1103774	0.1715911	0.5956706	0.5159706	0.1481278	0.2410841	0.5081096	0.3004701	0.4210290
500	0.2392699	0.5132887	0.5063923	0.6824346	0.2144243	0.7883599	0.0070618	0.7021230	0.7651050	0.5134428	0.6849605	0.5651440	0.1960532	0.1830779	0.4780567	0.0254942	0.6551831	0.7607831	0.7171858	0.6967680	0.8954211	0.2233572	0.5993051	0.5193799	0.4780293	0.0445189	0.3555812	0.1150166	0.7007397	0.7051723	0.3072660	0.0005972	0.1691635	0.3737810	0.1940377	0.2036090	0.4285945	0.2685876	0.7698501	0.5058555	0.5997942	0.0866262	0.2746331	0.4375286	0.5422386	0.1693070	0.2926414	0.5113691	0.4072492	0.3689030
550	0.2233095	0.5853146	0.6163432	0.7918138	0.2841232	0.5586939	0.1405531	0.7289416	0.5367979	0.5725957	0.6235652	0.7543063	0.5352040	0.2314540	0.5039105	0.1930760	0.6922323	0.6750408	0.4089506	0.5869085	0.6498803	0.2521705	0.6413237	0.7297156	0.7080780	0.0301952	0.3180377	0.1672599	0.5791486	0.5708083	0.4464991	0.1950050	0.1482919	0.2607888	0.2228801	0.1980816	0.3891667	0.3507536	0.8638863	0.5014584	0.5698171	0.0749011	0.2937476	0.5325798	0.3714833	0.1633165	0.4341081	0.5142112	0.5053576	0.4490968
600	0.1856896	0.5134831	0.6441672	0.7404169	0.2629083	0.6658971	0.2238372	0.7913047	0.6685147	0.5735576	0.5795953	0.5722101	0.6690159	0.1926837	0.5250131	0.3032738	0.7343298	0.6438072	0.4036366	0.6365376	0.7276653	0.2627664	0.5509509	0.6807793	0.5487487	0.0199699	0.2387220	0.2563927	0.6424047	0.5755517	0.5727339	0.2190469	0.1820866	0.2592664	0.2330479	0.2498723	0.3928051	0.1838480	0.7670066	0.4195379	0.3290281	0.0586481	0.3686202	0.4601828	0.4945625	0.1239500	0.5251686	0.4986573	0.6366874	0.3274734
650	0.2161075	0.3733705	0.6543249	0.6353435	0.3259006	0.6145799	0.2094760	0.7694560	0.6573911	0.4765524	0.6704009	0.7574686	0.6204719	0.1833236	0.6112125	0.3698672	0.7559245	0.6506581	0.4563307	0.7200670	0.7329497	0.2853695	0.6360237	0.6726624	0.6448973	0.0389543	0.2710915	0.2373785	0.6223275	0.6262324	0.7586092	0.1905656	0.0496839	0.2993083	0.2362948	0.2545075	0.5810674	0.2962185	0.7681782	0.3251695	0.4169025	0.0668072	0.3070602	0.4889320	0.3671144	0.1751785	0.5281431	0.4024035	0.5462501	0.4386981
700	0.1843527	0.3444863	0.7976028	0.6923966	0.4206260	0.7393413	0.1982182	0.6701633	0.5889855	0.4641679	0.6452690	0.6546041	0.6734442	0.1785806	0.4470678	0.3407503	0.6115482	0.7578135	0.3848377	0.8528080	0.7104996	0.3029135	0.6314633	0.6153662	0.6642170	0.0219582	0.2293417	0.2756418	0.6131810	0.5313083	0.6029683	0.1458419	0.1216569	0.3312661	0.2276506	0.1967525	0.4278473	0.3296636	0.7541273	0.3641691	0.4063608	0.0672929	0.3811895	0.3658140	0.4941714	0.2221560	0.5763848	0.4969544	0.5845168	0.4346573
750	0.2193246	0.2528782	0.7240844	0.8697365	0.2967881	0.7608519	0.1825667	0.6922316	0.7348651	0.6235005	0.7114160	0.6935889	0.5861492	0.1025105	0.4249666	0.3404851	0.6225984	0.7924089	0.4551488	0.6857675	0.6715766	0.2671728	0.5728688	0.7058648	0.5978001	0.0424869	0.1508805	0.3124801	0.5171044	0.6744913	0.5993651	0.1668888	0.0933771	0.3221176	0.3257495	0.2210705	0.4478489	0.3175850	0.6270568	0.3545094	0.4942682	0.0609664	0.3492942	0.4472145	0.4651665	0.1506161	0.5863865	0.6665284	0.5747659	0.4362678
800	0.1810511	0.2274022	0.6806814	0.8829680	0.3544314	0.6638395	0.2117149	0.7067459	0.6656126	0.6208887	0.6936345	0.7440519	0.7840544	0.1459597	0.4570471	0.3475965	0.7896134	0.7030306	0.4412394	0.8184499	0.6994632	0.2345018	0.6592066	0.7394293	0.7105836	0.0300116	0.2929849	0.3495575	0.6507193	0.5532862	0.5668732	0.1733164	0.0773277	0.2625778	0.2977844	0.3612059	0.4788585	0.3140328	0.7817153	0.4007957	0.5935645	0.0782608	0.3370424	0.4990089	0.3663396	0.1741852	0.5490078	0.5191998	0.4752748	0.3777826
850	0.1892266	0.3402132	0.6978967	0.7298880	0.2647287	0.7816502	0.1929790	0.7896239	0.6045675	0.5743231	0.6719098	0.6046148	0.6293120	0.1762012	0.4991255	0.3782896	0.6644767	0.6637911	0.4425464	0.6405521	0.6802847	0.2434481	0.5717569	0.6457489	0.5559053	0.0319816	0.1990984	0.2453206	0.5824705	0.5877104	0.6076587	0.1940170	0.0826127	0.2899584	0.2553378	0.2089165	0.4489928	0.3090566	0.6527126	0.3746931	0.4399724	0.0408502	0.3352142	0.4408046	0.3528289	0.2245121	0.5775691	0.5540591	0.5550854	0.3443461
900	0.2343748	0.2659376	0.7702086	0.8369044	0.2808014	0.6913226	0.2383763	0.6583553	0.6408935	0.5879608	0.7144708	0.8148754	0.6410275	0.1574950	0.5446825	0.3437293	0.7678075	0.7493739	0.4239358	0.6233521	0.7817102	0.2509886	0.6189068	0.7000934	0.7456221	0.0278966	0.2314050	0.2646421	0.5684481	0.5302788	0.4534747	0.1144026	0.1094734	0.2585752	0.2921536	0.1501427	0.3919396	0.2029680	0.8168869	0.3861479	0.4641656	0.0304259	0.3829127	0.5007160	0.4198561	0.2488056	0.4954638	0.5898408	0.6699967	0.4085835
950	0.1835481	0.3981178	0.6889878	0.7307682	0.2633130	0.5434490	0.1864783	0.7457302	0.7159751	0.5009587	0.7864097	0.6883535	0.7920675	0.1171311	0.5055483	0.3500751	0.6299703	0.7319130	0.3803693	0.6229926	0.7341453	0.2007242	0.6350917	0.6668590	0.7625227	0.0303944	0.2400942	0.3463278	0.5538414	0.5557932	0.5782348	0.1210172	0.1062732	0.3265811	0.3250219	0.1971185	0.4426803	0.3193644	0.7058369	0.3196728	0.3092992	0.0626908	0.3034267	0.5543424	0.3529077	0.1776328	0.5343918	0.4984130	0.6182736	0.4039014
1000	0.2098602	0.3581853	0.6989193	0.6817294	0.2559918	0.5978267	0.2954716	0.7159906	0.5942869	0.5490558	0.7387235	0.7243582	0.8710506	0.1603343	0.4451199	0.3589575	0.6900733	0.7469018	0.3652543	0.6807425	0.6476755	0.2038197	0.5036081	0.6375529	0.6914349	0.0194017	0.1635482	0.3567107	0.6621555	0.5570899	0.5379496	0.1529591	0.1644453	0.2768728	0.3172513	0.2475808	0.4428474	0.2626901	0.5959282	0.2928804	0.4742435	0.0638147	0.4264856	0.4874830	0.2972586	0.1807518	0.5695553	0.5510304	0.6201200	0.3908616

0	0.2471815	0.1804717	0.7361780	0.7162773	0.2431640	0.7492876	0.2137368	0.7954508	0.6251104	0.5814057	0.6113690	0.6764058	0.6791729	0.1541936	0.4087158	0.4428709	0.6098816	0.6878624	0.2879793	0.7109726	0.7037138	0.2127042	0.6787020	0.5602989	0.6482278	0.0189872	0.3034077	0.3236008	0.4680885	0.5552527	0.4563505	0.1636845	0.1724985	0.2468217	0.2633332	0.2932772	0.4677238	0.3530986	0.7148680	0.3856799	0.4790740	0.0520497	0.3935730	0.4744831	0.4077987	0.1945291	0.6263473	0.5713691	0.5977349	0.3795794
50	0.1983008	0.2963799	0.6784112	0.7072426	0.6293826	0.7625020	0.2538229	0.5546408	0.4775018	0.6227186	0.7018554	0.5585552	0.2079725	0.1387297	0.5064143	0.0784827	0.7172849	0.7612185	0.6182700	0.6996970	0.5745243	0.2694388	0.7126104	0.6492975	0.5885128	0.0489660	0.3772841	0.3798284	0.4888471	0.4028867	0.5564970	0.1797579	0.3977045	0.2622173	0.2932893	0.2357144	0.5077875	0.2910860	0.7276021	0.3096840	0.6747580	0.0483268	0.3629290	0.5228650	0.3860494	0.1569342	0.5803103	0.7068959	0.4905742	0.4495412
